AOU_Code,AcceptedTSN,Admin_Sheet,Admin_Unit_Code,Common_Name,Date,Distance,Disturbance,End_Time,Flyover_Observed,Habitat,Humidity,ID_Method,Initial_Three_Min_Cnt,Interval_Length,Location_Type,NPSTaxonCode,Observer,PIF_Watchlist_Status,Plot_Name,Regional_Stewardship_Status,Scientific_Name,Sex,Site_Name,Sky,Start_Time,Sub_Unit_Code,Temperature,Visit,Wind,Year
RBWO,178195.0,MONO,MONO,Red-bellied Woodpecker,2018-05-08 00:00:00,50 - 100 Meters,No effect on count,08:26:00,False,Grassland,77.5,Calling,False,5 - 7.5 min,Grassland,84865.0,Elizabeth Oswald,False,MONO-0083,False,Melanerpes carolinus,Undetermined,Grassland_Site,Clear or Few Clouds,08:16:00,,15.1999998092651,1,Light air movement (1-3 mph) smoke drifts,2018
COGR,179104.0,MONO,MONO,Common Grackle,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Visualization,True,2.5 - 5 min,Grassland,94206.0,Elizabeth Oswald,False,MONO-0070,False,Quiscalus quiscula,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BTNW,950061.0,MONO,MONO,Black-throated Green Warbler,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,890946.0,Elizabeth Oswald,False,MONO-0070,False,Setophaga virens,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
REVI,179021.0,MONO,MONO,Red-eyed Vireo,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,False,5 - 7.5 min,Grassland,93587.0,Elizabeth Oswald,False,MONO-0070,False,Vireo olivaceus,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
REVI,179021.0,MONO,MONO,Red-eyed Vireo,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,93587.0,Elizabeth Oswald,False,MONO-0070,False,Vireo olivaceus,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
WBNU,178775.0,MONO,MONO,White-breasted Nuthatch,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Calling,False,2.5 - 5 min,Grassland,90935.0,Elizabeth Oswald,False,MONO-0070,False,Sitta carolinensis,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
COGR,179104.0,MONO,MONO,Common Grackle,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Visualization,True,2.5 - 5 min,Grassland,94206.0,Elizabeth Oswald,False,MONO-0070,False,Quiscalus quiscula,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0070,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
ETTI,554138.0,MONO,MONO,Eastern Tufted Titmouse,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,266957.0,Elizabeth Oswald,False,MONO-0070,False,Baeolophus bicolor,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
NOCA,179124.0,MONO,MONO,Northern Cardinal,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,94228.0,Elizabeth Oswald,False,MONO-0070,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BLPW,950041.0,MONO,MONO,Blackpoll Warbler,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,False,5 - 7.5 min,Grassland,773819.0,Elizabeth Oswald,False,MONO-0070,False,Setophaga striata,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BAWW,178844.0,MONO,MONO,Black-and-white Warbler,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,91012.0,Elizabeth Oswald,False,MONO-0070,False,Mniotilta varia,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BHCO,179112.0,MONO,MONO,Brown-headed Cowbird,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,94215.0,Elizabeth Oswald,False,MONO-0070,False,Molothrus ater,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
NOPA,950033.0,MONO,MONO,Northern Parula,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,890949.0,Elizabeth Oswald,False,MONO-0070,False,Setophaga americana,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BLPW,950041.0,MONO,MONO,Blackpoll Warbler,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,773819.0,Elizabeth Oswald,False,MONO-0070,False,Setophaga striata,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
BGGN,179853.0,MONO,MONO,Blue-gray Gnatcatcher,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Calling,True,0-2.5 min,Grassland,88038.0,Elizabeth Oswald,False,MONO-0070,False,Polioptila caerulea,Undetermined,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:39:00,False,Grassland,77.5,Singing,True,0-2.5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0070,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,09:29:00,,15.1999998092651,1,Light breeze (4-7 mph) wind felt on face,2018
NRWS,178443.0,MONO,MONO,Northern Rough-winged Swallow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Visualization,True,0-2.5 min,Grassland,87404.0,Elizabeth Oswald,False,MONO-0092,False,Stelgidopteryx serripennis,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
NRWS,178443.0,MONO,MONO,Northern Rough-winged Swallow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Visualization,True,0-2.5 min,Grassland,87404.0,Elizabeth Oswald,False,MONO-0092,False,Stelgidopteryx serripennis,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
AMRO,179759.0,MONO,MONO,American Robin,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,True,0-2.5 min,Grassland,87136.0,Elizabeth Oswald,False,MONO-0092,False,Turdus migratorius,Male,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
NRWS,178443.0,MONO,MONO,Northern Rough-winged Swallow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Visualization,True,0-2.5 min,Grassland,87404.0,Elizabeth Oswald,False,MONO-0092,False,Stelgidopteryx serripennis,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
WTSP,179462.0,MONO,MONO,White-throated Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,True,0-2.5 min,Grassland,85610.0,Elizabeth Oswald,False,MONO-0092,False,Zonotrichia albicollis,Male,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
AMGO,179236.0,MONO,MONO,American Goldfinch,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Calling,False,5 - 7.5 min,Grassland,95286.0,Elizabeth Oswald,False,MONO-0092,False,Carduelis tristis,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
SOSP,179492.0,MONO,MONO,Song Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,True,0-2.5 min,Grassland,85643.0,Elizabeth Oswald,False,MONO-0092,False,Melospiza melodia,Male,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
BAOR,179083.0,MONO,MONO,Baltimore Oriole,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,True,0-2.5 min,Grassland,93655.0,Elizabeth Oswald,False,MONO-0092,False,Icterus galbula,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
HOSP,179628.0,MONO,MONO,House Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Visualization,False,2.5 - 5 min,Grassland,86194.0,Elizabeth Oswald,False,MONO-0092,False,Passer domesticus,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
AMRO,179759.0,MONO,MONO,American Robin,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Calling,False,2.5 - 5 min,Grassland,87136.0,Elizabeth Oswald,False,MONO-0092,False,Turdus migratorius,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
AMGO,179236.0,MONO,MONO,American Goldfinch,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Calling,False,7.5 - 10 min,Grassland,95286.0,Elizabeth Oswald,False,MONO-0092,False,Carduelis tristis,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
CEDW,178532.0,MONO,MONO,Cedar Waxwing,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,False,7.5 - 10 min,Grassland,88296.0,Elizabeth Oswald,False,MONO-0092,False,Bombycilla cedrorum,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
HOSP,179628.0,MONO,MONO,House Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Visualization,False,2.5 - 5 min,Grassland,86194.0,Elizabeth Oswald,False,MONO-0092,False,Passer domesticus,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
CARW,178581.0,MONO,MONO,Carolina Wren,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:48:00,False,Grassland,45.4000015258789,Singing,False,2.5 - 5 min,Grassland,88350.0,Elizabeth Oswald,False,MONO-0092,False,Thryothorus ludovicianus,Undetermined,Grassland_Site,Partly Cloudy,10:38:00,,19.0,1,Light breeze (4-7 mph) wind felt on face,2018
RTHA,175350.0,MONO,MONO,Red-tailed Hawk,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Visualization,False,5 - 7.5 min,Grassland,79563.0,Elizabeth Oswald,False,MONO-0085,False,Buteo jamaicensis,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
AMRO,179759.0,MONO,MONO,American Robin,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Visualization,True,0-2.5 min,Grassland,87136.0,Elizabeth Oswald,False,MONO-0085,False,Turdus migratorius,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
MODO,177125.0,MONO,MONO,Mourning Dove,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Visualization,True,0-2.5 min,Grassland,82737.0,Elizabeth Oswald,False,MONO-0085,False,Zenaida macroura,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
BAOR,179083.0,MONO,MONO,Baltimore Oriole,2018-05-08 00:00:00,,Slight effect on count,10:28:00,True,Grassland,34.7999992370605,Visualization,False,5 - 7.5 min,Grassland,93655.0,Elizabeth Oswald,False,MONO-0085,False,Icterus galbula,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
MODO,177125.0,MONO,MONO,Mourning Dove,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Visualization,True,0-2.5 min,Grassland,82737.0,Elizabeth Oswald,False,MONO-0085,False,Zenaida macroura,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
COYE,178944.0,MONO,MONO,Common Yellowthroat,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,False,5 - 7.5 min,Grassland,92708.0,Elizabeth Oswald,False,MONO-0085,False,Geothlypis trichas,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,2.5 - 5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0085,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,2.5 - 5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0085,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
BAOR,179083.0,MONO,MONO,Baltimore Oriole,2018-05-08 00:00:00,,Slight effect on count,10:28:00,True,Grassland,34.7999992370605,Visualization,False,5 - 7.5 min,Grassland,93655.0,Elizabeth Oswald,False,MONO-0085,False,Icterus galbula,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
BLVU,175272.0,MONO,MONO,Black Vulture,2018-05-08 00:00:00,,Slight effect on count,10:28:00,True,Grassland,34.7999992370605,Visualization,False,5 - 7.5 min,Grassland,79476.0,Elizabeth Oswald,False,MONO-0085,False,Coragyps atratus,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
NOPA,950033.0,MONO,MONO,Northern Parula,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,0-2.5 min,Grassland,890949.0,Elizabeth Oswald,False,MONO-0085,False,Setophaga americana,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
NRWS,178443.0,MONO,MONO,Northern Rough-winged Swallow,2018-05-08 00:00:00,,Slight effect on count,10:28:00,True,Grassland,34.7999992370605,Visualization,False,7.5 - 10 min,Grassland,87404.0,Elizabeth Oswald,False,MONO-0085,False,Stelgidopteryx serripennis,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
REVI,179021.0,MONO,MONO,Red-eyed Vireo,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,False,7.5 - 10 min,Grassland,93587.0,Elizabeth Oswald,False,MONO-0085,False,Vireo olivaceus,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
AMRO,179759.0,MONO,MONO,American Robin,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Visualization,True,0-2.5 min,Grassland,87136.0,Elizabeth Oswald,False,MONO-0085,False,Turdus migratorius,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
CARW,178581.0,MONO,MONO,Carolina Wren,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,0-2.5 min,Grassland,88350.0,Elizabeth Oswald,False,MONO-0085,False,Thryothorus ludovicianus,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
ETTI,554138.0,MONO,MONO,Eastern Tufted Titmouse,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,0-2.5 min,Grassland,266957.0,Elizabeth Oswald,False,MONO-0085,False,Baeolophus bicolor,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
SCTA,179883.0,MONO,MONO,Scarlet Tanager,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,0-2.5 min,Grassland,88071.0,Elizabeth Oswald,False,MONO-0085,True,Piranga olivacea,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
BGGN,179853.0,MONO,MONO,Blue-gray Gnatcatcher,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Calling,True,0-2.5 min,Grassland,88038.0,Elizabeth Oswald,False,MONO-0085,False,Polioptila caerulea,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,10:28:00,False,Grassland,34.7999992370605,Singing,True,0-2.5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0085,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
BLJA,179680.0,MONO,MONO,Blue Jay,2018-05-08 00:00:00,,Slight effect on count,10:28:00,True,Grassland,34.7999992370605,Visualization,True,0-2.5 min,Grassland,86252.0,Elizabeth Oswald,False,MONO-0085,False,Cyanocitta cristata,Undetermined,Grassland_Site,Clear or Few Clouds,10:18:00,,19.3999996185303,1,Light breeze (4-7 mph) wind felt on face,2018
CEDW,178532.0,MONO,MONO,Cedar Waxwing,2018-05-08 00:00:00,,Slight effect on count,09:59:00,True,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,88296.0,Elizabeth Oswald,False,MONO-0078,False,Bombycilla cedrorum,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,MONO,MONO,Field Sparrow,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,True,0-2.5 min,Grassland,84790.0,Elizabeth Oswald,False,MONO-0078,True,Spizella pusilla,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,True,0-2.5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0078,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
CHSP,179435.0,MONO,MONO,Chipping Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,True,0-2.5 min,Grassland,84781.0,Elizabeth Oswald,False,MONO-0078,False,Spizella passerina,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
SOSP,179492.0,MONO,MONO,Song Sparrow,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,True,0-2.5 min,Grassland,85643.0,Elizabeth Oswald,False,MONO-0078,False,Melospiza melodia,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,MONO,MONO,Mourning Dove,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,82737.0,Elizabeth Oswald,False,MONO-0078,False,Zenaida macroura,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
EABL,179801.0,MONO,MONO,Eastern Bluebird,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,True,0-2.5 min,Grassland,87184.0,Elizabeth Oswald,False,MONO-0078,False,Sialia sialis,Female,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
EABL,179801.0,MONO,MONO,Eastern Bluebird,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,True,0-2.5 min,Grassland,87184.0,Elizabeth Oswald,False,MONO-0078,False,Sialia sialis,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
CARW,178581.0,MONO,MONO,Carolina Wren,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,False,5 - 7.5 min,Grassland,88350.0,Elizabeth Oswald,False,MONO-0078,False,Thryothorus ludovicianus,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
CEDW,178532.0,MONO,MONO,Cedar Waxwing,2018-05-08 00:00:00,,Slight effect on count,09:59:00,True,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,88296.0,Elizabeth Oswald,False,MONO-0078,False,Bombycilla cedrorum,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
CEDW,178532.0,MONO,MONO,Cedar Waxwing,2018-05-08 00:00:00,,Slight effect on count,09:59:00,True,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,88296.0,Elizabeth Oswald,False,MONO-0078,False,Bombycilla cedrorum,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
COYE,178944.0,MONO,MONO,Common Yellowthroat,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,False,2.5 - 5 min,Grassland,92708.0,Elizabeth Oswald,False,MONO-0078,False,Geothlypis trichas,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
CEDW,178532.0,MONO,MONO,Cedar Waxwing,2018-05-08 00:00:00,,Slight effect on count,09:59:00,True,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,88296.0,Elizabeth Oswald,False,MONO-0078,False,Bombycilla cedrorum,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,MONO,MONO,Mourning Dove,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,82737.0,Elizabeth Oswald,False,MONO-0078,False,Zenaida macroura,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,MONO,MONO,Field Sparrow,2018-05-08 00:00:00,<= 50 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,True,0-2.5 min,Grassland,84790.0,Elizabeth Oswald,False,MONO-0078,True,Spizella pusilla,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
FICR,179737.0,MONO,MONO,Fish Crow,2018-05-08 00:00:00,,Slight effect on count,09:59:00,True,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,87112.0,Elizabeth Oswald,False,MONO-0078,False,Corvus ossifragus,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
BLJA,179680.0,MONO,MONO,Blue Jay,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Visualization,False,7.5 - 10 min,Grassland,86252.0,Elizabeth Oswald,False,MONO-0078,False,Cyanocitta cristata,Undetermined,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
YEWA,950039.0,MONO,MONO,Yellow Warbler,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,False,2.5 - 5 min,Grassland,773778.0,Elizabeth Oswald,False,MONO-0078,False,Setophaga petechia,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,MONO,MONO,Indigo Bunting,2018-05-08 00:00:00,50 - 100 Meters,Slight effect on count,09:59:00,False,Grassland,50.0999984741211,Singing,False,2.5 - 5 min,Grassland,94257.0,Elizabeth Oswald,False,MONO-0078,True,Passerina cyanea,Male,Grassland_Site,Clear or Few Clouds,09:49:00,,18.6000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
